region,state,district,year,rainfall_mm,groundwater_level_m,water_extraction_mcm,water_recharge_mcm,population,water_demand_mld,water_supply_mld,scarcity_index
West,Gujarat,District_136,2019,819.94,11.48,221.95,242.9,473216,79.1,77.82,0.016
Central,Madhya Pradesh,District_104,2014,1105.78,31.18,205.39,185.47,1208034,78.04,80.9,-0.0361
West,Rajasthan,District_140,2019,645.66,24.27,182.92,178.27,2022437,375.19,360.55,0.0389
North,Himachal Pradesh,District_114,2022,1117.25,27.73,209.33,235.97,362983,45.01,10.15,0.7577
South,Telangana,District_104,2006,924.4,6.5,249.39,252.74,3052631,457.01,464.77,-0.0169
South,Andhra Pradesh,District_22,2001,805.61,4.55,115.56,124.15,377895,67.8,37.82,0.4358
Central,Chhattisgarh,District_86,2012,994.32,12.26,135.88,146.75,3367995,443.19,404.05,0.0881
Central,Madhya Pradesh,District_134,2017,1273.42,32,240.62,258.85,3323027,325.17,289.06,0.1107
South,Andhra Pradesh,District_55,2002,1219.61,33.54,145.7,138.64,2767436,142.3,98.83,0.3034
North,Haryana,District_142,2009,804.3,44.78,199.99,219.13,1911096,366.73,327.11,0.1077
North,Haryana,District_88,2020,748.82,13.42,305.28,282.04,2667976,388.12,372.65,0.0398
South,Tamil Nadu,District_6,2000,737.79,42.57,85.48,46.84,1267383,137.73,150.22,-0.09
Central,Chhattisgarh,District_67,2007,588.89,6.83,91.98,59.58,2327763,189.33,146.37,0.2257
South,Andhra Pradesh,District_109,2016,1338,48.12,177.43,205.41,1549472,313,290.84,0.0706
East,West Bengal,District_16,2011,1087.8,47.65,90.43,117.18,2327511,126.7,127.73,-0.0081
West,Gujarat,District_130,2011,1134.08,14.22,68.43,56.72,1771172,387.88,368.97,0.0486
East,West Bengal,District_13,2020,992.37,31.12,178.88,183.87,140183,30.06,22.8,0.2337
East,West Bengal,District_115,2009,1172.53,8.36,282.02,246.5,361142,77.95,34.03,0.5562
North,Uttarakhand,District_2,2014,688.33,46.96,203.85,214.16,1698711,196.35,210.9,-0.0737
East,Odisha,District_61,2023,1412.02,5.4,156.69,185.27,2042519,408.65,416.98,-0.0203
North,Uttarakhand,District_145,2022,661.55,27.37,166.15,196.04,1433447,257.66,228.56,0.1125
Central,Chhattisgarh,District_60,2011,933.26,25.14,73.01,58.06,871412,73.43,89.46,-0.2154
South,Andhra Pradesh,District_73,2021,1126.69,36.75,162.42,113.33,3372462,219.71,246.29,-0.1205
North,Uttarakhand,District_36,2022,1300.41,31.3,226.74,202.29,3357056,489.93,509.65,-0.0402
South,Kerala,District_134,2023,956.29,28.95,76.27,57.72,2133795,285.37,264.06,0.0744
South,Karnataka,District_27,2010,885.27,23.31,193.34,144.95,2620325,210.81,215.6,-0.0226
North,Haryana,District_150,2006,733.37,12.74,191.13,150.32,2078881,368.89,393.61,-0.0668
South,Telangana,District_117,2003,1375.04,11.24,283.57,300.22,1778672,98.57,115.17,-0.1667
Central,Madhya Pradesh,District_109,2013,867.25,21.41,203.5,156.24,2639887,182.39,165.03,0.0947
East,Bihar,District_24,2001,963.37,11.39,104.16,113.98,3372941,638.64,620.23,0.0288
East,Jharkhand,District_34,2015,1053.8,19.48,205.19,162.78,3101913,631.51,639.42,-0.0125
West,Rajasthan,District_115,2002,395.23,14.33,236.06,200.62,1367762,122.6,137.22,-0.1182
South,Telangana,District_135,2012,1108.44,40.32,330.68,354.28,1334235,281.31,240.13,0.1459
North,Uttarakhand,District_144,2016,1144.96,30.83,98.97,97.67,2556707,241.7,230.02,0.0481
South,Kerala,District_68,2018,1031.26,44.05,300.97,326.34,224884,11.08,32.15,-1.7434
North,Punjab,District_109,2014,1025.27,5.04,146.62,175.81,1368970,183.33,182.05,0.0069
North,Punjab,District_107,2005,786.22,41.03,282.35,249.46,3203770,595.91,615.51,-0.0328
Central,Madhya Pradesh,District_130,2004,436.6,10.07,272.95,259.91,1582769,102.85,118.99,-0.1554
North,Punjab,District_118,2004,875.71,27.37,342.81,325.66,990509,150.84,152.58,-0.0115
North,Haryana,District_136,2003,851.83,30.51,143.27,105.44,3062427,158.25,168.23,-0.0627
West,Rajasthan,District_117,2015,694.39,20.77,131.02,141.56,2947807,330.54,324.68,0.0177
West,Maharashtra,District_41,2017,414.5,27.11,207.61,212.32,539864,37.68,44.08,-0.1653
South,Telangana,District_31,2019,994.28,37.2,274.13,225.17,108435,17.85,19.48,-0.0867
East,Jharkhand,District_29,2003,1160.08,49.08,241.75,201.22,23000,4.2,27.85,-4.5477
South,Telangana,District_147,2009,551.03,30.82,99.33,94.49,687982,83.06,73.23,0.1169
West,Maharashtra,District_134,2004,933.1,14.26,186.33,175.02,187444,18.02,24.81,-0.3572
East,West Bengal,District_96,2009,1156.7,25.17,209.44,239.33,2767031,530.06,534.42,-0.0082
South,Telangana,District_78,2009,674.23,49.27,205.66,159.58,641889,56.89,16.59,0.6962
North,Punjab,District_8,2004,1112.45,2.61,270.52,270.02,375347,17.5,27.96,-0.5659
Central,Madhya Pradesh,District_108,2001,1016.84,30.75,281.47,234.92,2096256,423.92,412.19,0.0276
South,Andhra Pradesh,District_73,2006,808.77,34.87,63.19,25.48,45796,9.21,-2.78,1.1746
South,Tamil Nadu,District_126,2000,1184.66,26.28,107.02,90.87,1139096,54.15,63.23,-0.1645
East,West Bengal,District_141,2011,656.19,16.15,311.1,312.93,557519,60.51,81.46,-0.3406
East,Bihar,District_12,2013,469.81,33.16,154.67,180.64,100643,6.12,-27.08,4.663
North,Punjab,District_147,2009,1644.8,49.66,166.24,159.95,3148948,458.78,466.48,-0.0167
North,Uttarakhand,District_116,2010,846.02,11.99,218.22,184.62,493706,64.67,36.67,0.4265
South,Kerala,District_122,2023,1133.38,6.97,321.81,330.65,2943004,443.94,450.3,-0.0143
North,Himachal Pradesh,District_34,2004,1154.36,46.83,166.65,141.77,346642,47.93,49.86,-0.0393
North,Haryana,District_118,2014,1099.02,8.47,265.18,230.09,2415396,311.64,305.28,0.0204
East,Assam,District_39,2023,1225.16,6.78,119.46,149.33,2017131,186.41,151.38,0.1869
East,Odisha,District_23,2019,731.33,37.8,84.5,55.22,2572794,199.99,160.61,0.1959
North,Himachal Pradesh,District_105,2012,1566.96,16.53,340.34,347.79,61408,11.8,33.05,-1.6598
South,Karnataka,District_102,2010,963.69,3.73,236.48,239.14,1407097,109.14,108.72,0.0038
Central,Chhattisgarh,District_12,2021,559.1,38.5,229.44,256.39,2142534,437.68,418.6,0.0435
East,Assam,District_72,2020,538.29,32.01,322.22,279.64,3384384,269.77,259.82,0.0367
East,Bihar,District_43,2022,694.24,31.33,71.84,24.29,3040452,667.79,665.46,0.0035
North,Uttar Pradesh,District_147,2020,663.95,46.72,184.93,140.68,3126723,281.59,278.08,0.0124
South,Andhra Pradesh,District_144,2020,1049.54,10.41,85.98,45.53,880936,73.44,44.31,0.3913
East,West Bengal,District_144,2002,876.87,34.43,124.67,132.04,3464219,510.11,539.09,-0.0567
West,Rajasthan,District_139,2018,1036.96,16.59,332.55,342.54,483648,39.31,37.05,0.0561
West,Maharashtra,District_146,2016,844.55,43.82,79.9,80.43,1841911,379.42,394.7,-0.0402
West,Rajasthan,District_122,2016,832.74,41.97,254.78,270.71,353531,15.76,20.57,-0.2871
North,Uttar Pradesh,District_31,2021,1160.68,4.15,260.74,225.23,3215508,420.14,387.86,0.0767
Central,Chhattisgarh,District_47,2000,943.79,36.14,309.57,264.73,1991664,301.27,302.52,-0.0042
West,Gujarat,District_53,2007,576.2,33.96,112.46,105.83,3056508,527.6,556.35,-0.0544
North,Uttarakhand,District_114,2002,1579.12,35.1,268.72,254.07,3039017,332.12,354.36,-0.0668
Central,Chhattisgarh,District_83,2012,877.85,24.25,247.93,276.96,1343467,268.35,267.97,0.0014
North,Uttarakhand,District_12,2015,1137.97,30.04,243.81,216.43,2066125,393.53,361.31,0.0817
North,Uttar Pradesh,District_88,2013,501.77,9.58,67.38,18.72,2891863,540.09,513.64,0.0489
South,Tamil Nadu,District_107,2000,1050.16,37.3,138.82,89.38,2370621,518.89,512.11,0.013
North,Haryana,District_82,2012,1187.04,42.12,295.95,320.24,413169,63.31,54.31,0.14
West,Gujarat,District_24,2003,858.06,18.02,307.87,325.88,2657969,295.33,257.74,0.1268
East,West Bengal,District_139,2005,1001.67,48.62,323.77,317.38,2493135,381.01,373.18,0.0205
South,Andhra Pradesh,District_37,2005,998.56,16.11,167.77,189.6,2387786,337.54,314.2,0.0689
West,Gujarat,District_23,2004,840.17,22.06,79.22,84.02,2452928,437.79,399.32,0.0877
South,Andhra Pradesh,District_105,2021,1451.42,25.66,262.36,289.64,63993,8.57,10.83,-0.2372
South,Tamil Nadu,District_16,2019,1054.54,7.92,171.79,174.16,769719,93.7,91.55,0.0228
East,Odisha,District_47,2000,869.94,39.87,81.32,95.99,3249111,657.33,675.05,-0.0269
West,Maharashtra,District_77,2012,1334.39,18.18,235.52,193.06,2400495,425.95,402.67,0.0545
East,West Bengal,District_82,2004,879.12,25.11,148.34,115.94,670423,140.71,145.13,-0.0312
East,Jharkhand,District_83,2008,554.07,36.23,212.02,224.2,2270691,457.78,479.75,-0.0479
South,Kerala,District_31,2001,1189.84,8.17,137.55,113.07,1963803,155.39,184.28,-0.1847
West,Rajasthan,District_62,2019,776.81,14.89,115.41,104.74,2498716,546.24,540.2,0.011
North,Uttarakhand,District_61,2015,1146.83,2.05,343.03,344.3,3122621,552.07,553.09,-0.0018
North,Haryana,District_130,2012,991.08,38.16,337.44,365.57,3473842,713.18,733.97,-0.0291
East,West Bengal,District_69,2001,1308.97,43.75,226.07,221.35,3227499,620.72,626.73,-0.0097
East,Odisha,District_119,2017,1313.33,23.03,196.42,204.12,1639937,242.27,228.76,0.0556
East,Jharkhand,District_17,2015,507.18,17.16,237.37,256.74,452455,90.19,109.72,-0.2142
North,Uttar Pradesh,District_105,2020,1261.68,33.85,284.91,264.43,1879776,296.81,322.23,-0.0853
South,Karnataka,District_5,2008,1134.4,39.98,148.58,104.59,2355457,448.94,466.7,-0.0395
Central,Chhattisgarh,District_26,2007,864.1,3.07,323.36,307.33,1327348,213.47,228.88,-0.0719
Central,Chhattisgarh,District_33,2009,859.81,45.76,62.9,30.3,1492110,188.13,170.28,0.0943
North,Uttarakhand,District_105,2014,503.73,34.96,76.96,73.47,1688298,87.6,107.47,-0.2242
East,Bihar,District_129,2006,977.28,9.77,215.22,172.2,2875959,447.71,472.19,-0.0545
Central,Madhya Pradesh,District_96,2017,1484.44,2.31,103.69,99.86,2532658,382.94,402.62,-0.0513
South,Tamil Nadu,District_63,2017,624.7,4.81,201.02,208.92,1381977,252.66,266.74,-0.0555
East,Jharkhand,District_143,2014,1212.09,37.44,335.03,363.93,140154,21.95,-0.69,0.9863
West,Maharashtra,District_1,2014,589.91,2.99,287.15,310.77,1844326,126.34,142.04,-0.1232
North,Himachal Pradesh,District_75,2020,1006.48,26.41,190.48,163.21,744438,160.34,170.01,-0.0599
South,Tamil Nadu,District_1,2001,1016.63,34.94,257.52,269.62,855210,120.8,98.29,0.1848
North,Punjab,District_70,2019,955.26,49.85,69.76,94.54,3457998,273.05,274.36,-0.0048
West,Gujarat,District_98,2011,392.49,8.87,202.58,206.66,929065,166.87,182.6,-0.0937
West,Rajasthan,District_150,2016,1265.48,9.33,160.83,157.85,1636467,279.18,305.49,-0.0939
South,Andhra Pradesh,District_12,2005,700.23,16.75,104.68,67.49,1581874,302.54,313.46,-0.036
Central,Chhattisgarh,District_145,2002,1363.52,45.55,244.66,239.57,3212996,302.59,262.56,0.1318
South,Andhra Pradesh,District_23,2012,611.7,24.71,222.89,188.19,325541,64.1,37.29,0.4119
East,West Bengal,District_36,2023,508.54,36.69,85.17,113.44,1143298,70.23,69.51,0.01
Central,Chhattisgarh,District_72,2013,542.6,3.99,180.08,149.31,772370,34.81,34.19,0.0173
West,Rajasthan,District_130,2010,863.07,29.97,264.74,229.95,813289,84.07,86.67,-0.0306
East,Odisha,District_67,2022,1538.85,23.75,133.35,98.51,663180,56.44,14.9,0.7232
East,Assam,District_70,2007,505.1,23.64,97.64,118.86,264336,25.43,35.49,-0.3811
East,Odisha,District_88,2006,918.06,24.37,214.85,225.47,28635,3.2,-29.44,7.7703
East,Assam,District_85,2000,921.61,20.74,63.27,65.08,1951249,411.36,370.79,0.0984
Central,Madhya Pradesh,District_1,2019,770.07,9.84,288.79,318.31,977388,143.72,135.1,0.0596
North,Punjab,District_2,2000,768.3,9.51,347.39,363.58,2294752,302.9,259.46,0.1429
South,Tamil Nadu,District_106,2017,813.55,46.74,314.29,312.75,3069054,201.22,174.84,0.1305
North,Punjab,District_101,2017,644.8,29.93,94.42,68.39,2655641,195.77,178.23,0.0891
East,Bihar,District_20,2017,1390.62,3.25,219.13,201.54,2157714,189.87,159.88,0.1571
North,Uttar Pradesh,District_114,2021,1192.04,2.47,62.95,44.08,604522,56.35,17.95,0.6696
East,West Bengal,District_91,2012,723.65,6.57,134.53,87.98,3421192,238.81,243.59,-0.0199
North,Himachal Pradesh,District_92,2012,1309.36,30.12,210.88,215.33,1321002,151.36,148.83,0.0166
South,Tamil Nadu,District_3,2003,931.06,41.1,297.59,263.73,2329570,156.32,178.43,-0.1405
East,Assam,District_95,2006,164.32,41.62,72.76,49.59,2288248,319.06,283.44,0.1113
East,Assam,District_3,2007,1291.75,13.14,108.47,77.7,780480,166.14,170.38,-0.0253
North,Uttar Pradesh,District_72,2021,1073.83,48.58,229.12,222.19,2295220,311.13,268.46,0.1367
South,Telangana,District_50,2002,907.72,45.47,177.25,188.81,1115815,94.49,56.26,0.4004
North,Himachal Pradesh,District_78,2022,1159.48,2.65,219.14,236.44,2325161,115.62,105.67,0.0853
South,Karnataka,District_60,2015,1039.09,28.5,229.87,235.67,852795,139.75,165.12,-0.1802
South,Telangana,District_10,2008,575.76,3.88,224.25,183.29,54875,8.93,-31.4,4.0625
North,Punjab,District_54,2000,708.21,9.15,273.65,271.12,855281,66.05,23.2,0.6392
West,Rajasthan,District_102,2003,673.52,2.89,241.56,230.15,53877,6.57,11.29,-0.6236
West,Gujarat,District_146,2016,1323,34.37,145.39,133.09,1227930,141.24,106.54,0.2439
North,Punjab,District_44,2017,974.15,15.61,325.42,318.39,2530296,440.62,422.16,0.0418
West,Rajasthan,District_145,2021,820.26,29.13,220.05,218.98,912004,37.2,28.18,0.236
North,Himachal Pradesh,District_145,2005,948.14,12.42,275.61,302.17,2162476,458.42,449.19,0.0201
East,Bihar,District_33,2023,506.15,22.73,313.2,264.79,1725281,98.3,88.65,0.0972
East,Bihar,District_33,2008,1180.84,15.98,342.06,303.49,675959,42.68,49.38,-0.1532
North,Uttarakhand,District_59,2016,1019.89,40.53,280.23,252.09,1152660,50.14,5.36,0.8757
West,Gujarat,District_50,2021,472.76,7.87,217.42,184.17,408983,47.61,72.21,-0.5059
North,Uttar Pradesh,District_137,2019,763.97,47.66,115.54,76.6,2335918,265.96,226.94,0.1462
West,Gujarat,District_144,2014,788.41,44.24,200.17,201.43,1400842,287.43,273.52,0.0482
North,Uttar Pradesh,District_110,2020,718.04,45.88,299.01,315.67,942613,156.69,147.81,0.0563
West,Maharashtra,District_83,2013,1360.89,25.83,147.13,104.76,2774708,364.3,376.85,-0.0344
East,Jharkhand,District_71,2003,1128.47,11.18,134.44,154.45,2122923,97.26,117.23,-0.2033
North,Haryana,District_120,2015,255.14,32.51,252.15,222.42,2243390,208.64,172.16,0.174
South,Telangana,District_133,2001,1234.22,13.86,110.83,72.88,157841,27.02,24.99,0.0727
South,Karnataka,District_13,2008,897.73,3.19,79.13,57.24,104567,10.96,13.39,-0.2037
East,Jharkhand,District_137,2014,925.51,10.7,348.26,367.15,3252813,550.35,513.25,0.0673
East,Odisha,District_2,2012,742.03,46.97,239.22,265,2713312,574.25,549.08,0.0438
West,Rajasthan,District_86,2002,1204.12,17.48,271.48,282.85,1597247,139.14,99.78,0.2808
North,Uttarakhand,District_7,2023,1124.7,10.62,322.42,327.41,1220943,233.13,210.89,0.095
South,Karnataka,District_109,2002,895.96,24.41,101.33,67.35,2003730,211.91,237.45,-0.12
South,Karnataka,District_51,2005,617.17,41.84,109.56,109.78,3216080,639.91,661.73,-0.034
East,Odisha,District_80,2002,687.84,48.64,102.66,71.35,2899817,417.15,441.15,-0.0574
East,West Bengal,District_8,2015,977.56,30.92,306.68,332.85,289518,53.19,17.49,0.6587
East,Jharkhand,District_7,2018,166.59,31.84,271.47,272.98,3174524,149.3,144.46,0.0322
East,Odisha,District_65,2007,1663.65,41.24,270.6,261.5,2913587,546.33,512.02,0.0627
East,West Bengal,District_122,2007,960.46,18.07,207.2,174.83,3356814,473,476.34,-0.0071
East,Odisha,District_14,2010,946.76,29.31,134.66,129.44,2170964,180.92,143.38,0.2063
North,Haryana,District_61,2002,977.6,12.56,147.09,101.38,1973191,119.72,139.32,-0.1624
North,Himachal Pradesh,District_113,2003,750.03,31.64,236.17,249.1,3409686,288.56,296.05,-0.0259
East,Assam,District_149,2003,736.91,23.45,333.1,331.35,2623244,327.04,324.79,0.0069
East,Bihar,District_16,2001,985.7,29.51,86.28,41.88,2772647,601.13,559.86,0.0685
South,Kerala,District_81,2022,857.68,43.8,124.04,90.71,2883997,210.61,195.35,0.0721
East,Bihar,District_33,2001,1224.83,4.71,236.68,222.36,1333146,257.38,213.83,0.1685
East,Assam,District_15,2009,804.85,4.35,302.9,293.73,674521,74.38,79.11,-0.0626
North,Himachal Pradesh,District_111,2002,951,27.13,312.3,341.6,2270396,442.88,413.4,0.0664
East,West Bengal,District_15,2017,599.14,4.23,64.56,56.4,1005890,75.36,41.85,0.4388
West,Maharashtra,District_76,2012,516.69,29.41,243.75,258.76,2320560,374.46,403.95,-0.0785
South,Kerala,District_25,2019,1226.91,30.36,183.17,166.45,2469290,219.15,244.14,-0.1135
East,Jharkhand,District_60,2019,1034.72,2.42,105.91,65.47,2661783,207.07,186.87,0.0971
North,Himachal Pradesh,District_3,2014,882.9,20.78,104.57,85.3,3096060,525.69,549.51,-0.0452
South,Kerala,District_119,2013,943.79,34.19,247.61,260.11,2738853,545.42,525.34,0.0367
North,Himachal Pradesh,District_26,2010,722.27,39.82,90.31,60.29,1921999,132.43,104.93,0.2061
North,Uttar Pradesh,District_117,2016,609.28,4.83,303.72,258.34,896373,70.22,73.21,-0.042
East,Odisha,District_50,2003,1579.3,34.1,220.72,222.62,1270358,104.18,126.34,-0.2108
East,West Bengal,District_4,2019,752.22,14.81,215.38,178.76,2076351,389.42,369.85,0.0501
East,Bihar,District_50,2018,566.49,48.21,248.96,255.2,57928,12.72,-19.05,2.3152
Central,Madhya Pradesh,District_131,2008,702.27,18.5,183.6,192.86,2218324,295.29,258.08,0.1256
South,Telangana,District_108,2015,1154.03,4.59,344.81,301.84,233371,41.88,15.46,0.6161
North,Himachal Pradesh,District_114,2005,791.94,45.26,149.1,141.86,3201004,545.69,545.58,0.0002
South,Karnataka,District_36,2001,1024.69,44.3,112.61,84.75,1312244,175.45,164.59,0.0615
West,Maharashtra,District_33,2009,891.12,17.91,110.82,79.34,2429118,527.7,536.04,-0.0158
North,Uttarakhand,District_112,2016,710.44,22.91,342.86,311.57,1696762,212.18,169.46,0.2004
South,Telangana,District_80,2018,1104.41,28.27,193.29,196.78,1425091,177.48,155.67,0.1222
Central,Chhattisgarh,District_38,2004,803.15,23.17,321.62,283.09,3425432,743.77,751.89,-0.0109
North,Punjab,District_80,2019,879.25,23.17,89.95,99.1,2079063,454.35,441.12,0.029
East,Odisha,District_75,2011,1252.38,10.64,117.78,73.79,3253544,312.15,301.37,0.0344
North,Uttar Pradesh,District_133,2018,488.36,45.19,286.62,313.12,2793223,411.45,368.09,0.1051
Central,Madhya Pradesh,District_15,2007,858.19,19.12,345.82,319.2,2975331,458.47,486.36,-0.0607
North,Haryana,District_144,2001,181.49,18.38,276.78,242.14,2632221,360.86,351.22,0.0266
East,Jharkhand,District_89,2006,493.77,35.75,133.18,90.3,792309,108.56,85.53,0.2102
West,Rajasthan,District_52,2002,782.51,22.11,254.07,274.34,316970,34.76,29.51,0.1468
East,Odisha,District_49,2021,1158.57,31.88,133.95,144.81,952116,117.83,81.32,0.3072
North,Punjab,District_120,2019,1389.91,9.73,90.06,119.85,2264763,92.96,61.95,0.33
East,Odisha,District_149,2018,1268.42,19.83,235.81,214.07,3003851,427.7,450.42,-0.053
East,Odisha,District_77,2013,647.6,30.56,349.61,304.05,3098224,492.73,459.19,0.0679
East,Odisha,District_42,2003,709.36,24.61,127.91,78.77,3196819,558.9,570.46,-0.0206
East,Assam,District_11,2015,1186.83,17.44,149.43,150.41,2733166,389.25,372.88,0.042
South,Karnataka,District_1,2020,957.49,27.35,300.01,312.24,2983020,564.09,559.21,0.0086
South,Karnataka,District_59,2014,749.35,16.19,284.71,246.36,2192900,197.68,208.17,-0.0528
North,Himachal Pradesh,District_55,2007,893.96,7.33,143.98,104.23,1675807,291.02,253.81,0.1274
North,Punjab,District_85,2023,1109.29,8.69,270.11,258.95,3412868,149.97,163.21,-0.0877
South,Kerala,District_53,2012,1130.3,8.4,326.22,328.59,318204,19.36,14.08,0.2595
South,Tamil Nadu,District_2,2011,959.47,10.75,233.17,207.72,2857565,537.68,542.08,-0.0082
North,Uttar Pradesh,District_19,2011,1085.75,47.98,183.19,133.8,700712,95.18,82.62,0.1306
North,Uttar Pradesh,District_143,2003,1257.04,46.28,241.91,260.27,3470079,333.76,292.09,0.1245
Central,Madhya Pradesh,District_75,2014,538.3,26.64,69.79,58.51,2241086,435.66,416.14,0.0447
West,Rajasthan,District_150,2011,814.7,37.28,81.08,107.76,888174,35.72,2.52,0.9041
West,Maharashtra,District_8,2006,16.88,13.46,189.72,143.69,2235945,161.5,173.35,-0.073
West,Rajasthan,District_73,2005,1039.7,28.49,329.79,313.88,1382582,258.84,284.73,-0.0997
South,Karnataka,District_68,2023,746.78,37.1,328.96,298.96,2416316,464,422.3,0.0897
South,Tamil Nadu,District_87,2017,1401.14,47.27,89.12,43.54,1365162,66.62,28.91,0.5576
